establishment_name,address,district,inspection_date,establishment_grade
LEVY RESTAURANTS AT THE BRADLEY CENTER- PIZZA ACTION STAND/ STATION,1001 N 4TH ST,4,3/21/2018,A
LEVY RESTAURANTS AT THE BRADLEY CENTER- PLAZA SIDEWALK CAFE,1001 N 4TH ST,4,3/21/2018,A
LEVY RESTAURANTS AT THE BRADLEY CENTER- STAND 2207,1001 S 4TH ST,12,3/21/2018,A
LEVY RESTAURANTS AT THE BRADLEY CENTER- STAND 4001,1001 S 4TH ST,12,3/21/2018,A
LEVY RESTAURANTS AT THE BRADLEY CENTER- SW GRILL (200 SW),6300 N 76TH ST,2,3/21/2018,A
LEVY RESTAURANTS AT THE BRADLEY CENTER- TIME WARNER CLUB 200 LEVEL,1001 S 4TH ST,12,4/27/2018,A
LEVY RESTAURANTS AT THE BRADLEY CENTER-BC STAND 2102,1001 S 4TH ST,12,3/21/2018,A
LEVY RESTAURANTS AT THE BRADLEY CENTER-BC STAND 2102,1001 S 4TH ST,12,3/21/2018,A
LEVY RESTAURANTS AT WISCONSIN CENTER DISTRICT-CONCESSION STAND A(119),400 W WISCONSIN AV,4,11/18/2019,A
LEVY RESTAURANTS AT WISCONSIN CENTER DISTRICT-CONCESSION STAND B(120),400 W WISCONSIN AV,4,11/18/2019,A
LEVY RESTAURANTS AT WISCONSIN CENTER DISTRICT-CONCESSION STAND D (117),400 W WISCONSIN AV,4,11/18/2019,A
LEVY RESTAURANTS AT WISCONSIN CENTER DISTRICT-MAIN KITCHEN,400 W WISCONSIN AV,4,11/20/2019,A
LEVY RESTAURANTS AT WISCONSIN CENTER DISTRICT-OUTTAKES(114),400 W WISCONSIN AV,4,11/18/2019,A
LEVY RESTAURANTS AT WISCONSIN CENTER DISTRICT-SAUSAGE CART (116),400 W WISCONSIN AV,4,11/18/2019,A
LEVY RESTAURANTS AT WISCONSIN CENTER-SAUSAGE CART (116),400 W WISCONSIN AVE,4,10/17/2018,A
LEVY- BUBBLE WAFFLE Y3,420 W KILBOURN AV,,11/21/2019,A
LEVY- CEDAR CREST #1 DOOR R2,420 W KILBOURN AV,4,10/29/2019,A
LEVY- CONCESSSIONS DOOR Y2,420 W KILBOURN AV,4,10/23/2018,A
LEVY- IAN'S PIZZA B2,420 W KILBOURN AV,4,10/29/2019,A
LEVY- MAC SHACK B1,400 N WATER ST,4,10/29/2019,A
LEVY- MILWAUKEE SAUSAGE CO DOOR R1,420 E KILBOURN AV,4,10/23/2018,A
LEVY- SAZ'S DOOR R5,420 W KILBOURN AV,4,10/29/2019,A
LEVY- SAZ'S DOOR R5,420 W KILBOURN AV,4,10/29/2019,A
LEVY- SOUTHWESTERN GRILL DOOR R3,1001 N 4TH ST,4,10/23/2018,A
LEVY- THE COOP,420 W KILBOURN AV,4,10/29/2019,A
LEVY- TOWN TACO R3,420 W KILBOURN AV,4,10/30/2019,A
LEVY- USINGER'S,420 W KILBOURN AV,4,10/29/2019,A
LEVY- VICTORY GRILL DOOR Y4,450 E KILBOURN AV,4,10/30/2019,A
LEVY-BUBBLE WAFFLE Y3,420 W KILBOURN AV,4,10/23/2018,A
LEVY-BUBBLE WAFFLE Y3,420 W KILBOURN AV,4,10/23/2018,A
LEVY-COMMISSARY GROUND FLOOR,400 N WATER ST,4,10/29/2019,A
LEVY-RED DOOR UPPER UW,400 N WATER ST,4,10/29/2019,A
LI'L GENERAL,233 E CENTER ST,6,11/18/2019,A
LINCOLN AVE FOOD & LIQOUR,2717 W LINCOLN AV,8,2/19/2020,A
LINCOLN BAKERY INC,1023 W LINCOLN AV,12,11/25/2019,A
LINCOLN GYROS,2314 S 27TH ST,8,11/13/2018,A
LINCOLN PARK MOBIL,4803 N GREEN BAY AV,1,6/4/2019,A
LINCOLN SUPERMARKET,1534 W LINCOLN AV,12,1/15/2020,A
LIQUID JOHNNY'S,540 S 76TH ST,10,2/5/2020,A
LISA KAYE CATERING,2460 N 6TH ST,6,3/22/2018,A
LISA'S FINE FOODS,2961 N OAKLAND AV,3,12/16/2019,A
LISBANI AFRICAN MARKET,8333 W APPLETON AV,5,11/15/2019,A
LISBON BP,2624 W LISBON AV,15,1/15/2020,A
LISBON CAFE,8518 W LISBON AV,5,7/9/2019,A
LISBON GAS & FOOD,3033 W LISBON AV,15,9/4/2020,A
LITTLE CAESAR #307,2976 S CHASE AV,14,11/20/2019,A
LITTLE CAESAR #319,3871 S 27TH ST,13,5/23/2019,A
LITTLE CAESAR'S #305,2831 N OAKLAND AV,3,10/8/2019,A
LITTLE CAESAR'S #305,2831 N OAKLAND AV,3,10/8/2019,P
LITTLE CAESARS #314,9230 W CAPITOL DR,5,7/28/2020,A
LITTLE CANCUN,3040 S DELAWARE AV,,12/12/2019,A
LITTLE CESARS #302,3161 S 76TH ST,11,2/17/2020,A
LITTLE DEMARINIS PIZZA,2860 S KINNICKINNIC AV,14,2/14/2018,A
LITTLE DUCK KITCHEN & CATERING,2301 S HOWELL AV,14,7/16/2019,A
LIVING RAINBOW GIFT SHOP,139 E KILBOURN AV,4,6/11/2018,A
LLOYD FOOD,2101 N 38TH ST,15,1/24/2020,A
LO CHINA BUFFET,743 S LAYTON BL,8,2/14/2018,A
LOCUST BP,232 E LOCUST ST,6,7/23/2019,P
LOCUST GAS & FOOD,1432 W LOCUST ST,,12/2/2019,A
LOCUST SUPERMARKET,2902 N MOTHER SIMPSON WA,6,9/24/2019,A
LONDYN FOODS,3133 W LISBON AV,15,11/2/2018,A
LOS AMIGOS,2100 S 13TH ST,12,1/30/2020,A
LOS GEMELOS TACOS,1116 W HISTORIC MITCHELL ST,12,6/6/2019,A
LOS RANCHEROS MEXICAN RESTAURANT,1401 W WASHINGTON ST,,8/22/2019,A
LOUISE'S,801 N JEFFERSON ST,4,2/19/2018,A
LOUNGE 340,340 W RESERVOIR AV,,12/26/2019,A
LOVES SUPERMARKET,418 E CENTER ST,6,5/15/2019,Pending
LOVES SUPERMARKET II LLC,2305 W ATKINSON AV,,2/19/2020,A
LP-15 15 CHEESE CURDS LOGE PORTABLE LP-15 #028 SECTION 224,201 S 46TH ST,,5/22/2019,A
LUCKY FOOD & BEER,2638 W LINCOLN AV,,8/12/2019,A
LUCKY GINGER,221 N WATER ST,4,10/15/2019,A
LUCKY LANES,5014 W HOWARD AV,11,3/25/2019,A
LUCKY LIU'S,1664 N VAN BUREN ST,3,10/9/2019,A
LUCKY SAM FOOD MART,2401 N 21ST ST,15,7/31/2020,T
LUCKY SUPERMARKET,2701 W WISCONSIN AV,4,2/20/2018,A
LUNDA,1001 N 4TH ST,4,9/5/2019,A
LUSH POPCORN,3536 W FOND DU LAC AV,,12/4/2019,P
M A T ENTERPRISE LOS COMALES NO 7,1306 S CESAR E CHAVEZ DR,12,10/11/2019,A
M MINI MART,5922 N 76TH ST,,6/11/2019,A
M&M FOOD,423 E CHAMBERS ST,6,7/16/2018,A
M.Y. BUBBLE TEA,6300 N 76TH ST,2,11/1/2018,Temporarily Closed
MA FISCHER'S,2214 N FARWELL AV,3,7/28/2020,A
MAC'S FAST FOOD & GROCERY STORE,4433 W LISBON AV,,1/29/2020,A
MADEA'S KITCHEN,2721 N BLAINE PL,,4/24/2019,T
MADER'S GERMAN RESTAURANT,1037 N OLD WORLD THIRD ST,4,7/29/2020,A
MAE VELMA'S CORNED BEEF,4115 N 76TH ST,2,8/27/2019,A
MAGGIE'S SPOT,3101 W GLENDALE AV,1,3/8/2019,A
MAGIC FOODS,2879 N 16TH ST,,11/21/2019,B
MAHARAJA RESTAURANT,1550 N FARWELL AV,3,2/17/2020,A
MAI BANH MI,6300 N 76TH ST,2,3/15/2019,Temporarily Closed
MAIN CONCOURSE-CNBC REGISTER 514- PARADIES,5300 S HOWELL AV,13,8/6/2019,A
MAIN CONCOURSE-MARKET PLACE-PARADIES,5300 S HOWELL AV,13,7/19/2019,A
MAISON,5921 W VLIET ST,,8/20/2018,A
MAJOR GOOLSBY'S,340 W KILBOURN AVE,4,10/23/2019,A
MAKI YAKI,1616 W WISCONSIN AV,4,12/19/2019,A
MALLETT'S FOODS,3501 N 14TH ST,6,9/23/2019,A
MAMA NANA PICKMAR,7276 N TEUTONIA AV,1,3/6/2020,A
MAMIE'S,3300 W NATIONAL AV,8,10/9/2019,A
MANGOS CAFE EAST,1682 N VAN BUREN ST,3,2/25/2020,A
MANGOS CAFE EAST,1682 N VAN BUREN ST,3,3/13/2018,A
MANHATTEN MOCHA #12,7600 W CAPITOL DR,,8/3/2020,A
MANPOWER CAFETERIA,201 W CHERRY ST,,3/3/2020,A
MANPOWER/STARBUCKS (28974),201 W CHERRY ST,6,3/3/2020,A
MARA'S GRILL,3441 N 84TH ST,5,7/9/2020,A
MARATHON,2306 W FOND DU LAC AV,15,8/16/2018,A
MARATHON GAS & FOOD,4209 W SILVER SPRING DR,1,1/10/2020,A
MARATHON MINI MART,4312 W FOND DU LAC AV,7,10/1/2019,A
MARCO POLLO,1125 N 9TH ST,,12/16/2019,A
MARCO POLLO,8103 W TOWER AV,9,5/21/2018,MA
MARCO POLLO,8103 W TOWER AV,9,5/21/2018,A
MARCO'S PIZZA,6234 S 27TH ST,13,1/23/2020,A
MARCO'S PIZZA WEST,8411 W LISBON AV,5,12/18/2019,A
MARIA'S PIZZARIA,5025 W FOREST HOME AV,11,12/11/2019,A
MARIO'S ITALIAN GRILL,2012 W LAYTON AV,13,11/4/2019,A
MARISCOS EL ABUELO Y YO,1234 S CESAR E CHAVEZ DR,12,12/21/2018,A
MARK'S SPORTS PUB,4035 S CLEMENT AV,14,4/23/2018,A
MARKET EXPRESS (ST. LUKE'S DELI),424 E WISCONSIN AV,4,6/6/2019,A
MARQUETTE PLACE/ALUMNI MEMORIAL UNION AT MARQUETTE,1442 W WISCONSIN AV,4,2/21/2020,A
MARSEL'S PIZZERIA,4252 S HOWELL AV,,1/10/2020,A
MARTA'S TAMALES #0621,3500 W NATIONAL AV,8,6/17/2020,MA
MARTINO'S (5331),1215 W LAYTON AV,13,9/13/2019,A
MARU SUSHI,2150 N PROSPECT AV,,12/18/2019,P
MATC 6TH STREET CAFE- FIRST FLOOR,1015 N 6TH ST,,11/21/2019,A
MATC CUISINE RESTAURANT- M BUILDING,1015 N 6TH ST,,11/20/2019,A
MATC- 6TH STREET BAKERY,1015 N 6TH ST,,3/9/2020,A
MATC- FOOD COURT,700 W STATE ST,4,7/24/2019,A
MATC-6TH STREET CAFE-FIRST FLOOR,1015 N 6TH ST,,3/9/2020,T
MAVERICKS,2030 W HOWARD AV,13,8/1/2019,A
MAVERICKS,2030 W HOWARD AV,13,8/1/2019,T
MAXIE'S,6732 W FAIRVIEW AV,10,11/20/2019,A
MAZORCA #0802,3216 S HOWELL AV,14,7/16/2019,MA
MAZOS RESTAURANT,3146 S 27TH ST,13,12/10/2019,A
MC GINNS,5901 W BLUE MOUND RD,10,2/3/2020,A
MC KIERNANS,2066 S 37TH ST,8,10/30/2019,A
MCBOBS PUB & GRILL,5513 W NORTH AV,10,6/24/2020,A
MCCARTY PARK SPORTS PUB & GRILL,6828 W OKLAHOMA AV,11,12/19/2019,A
MCDONALD'S,1614 E NORTH AV,3,1/14/2020,A
MCDONALD'S,707 S 1ST ST,12,2/6/2020,A
MCDONALD'S,707 S 1ST ST,12,2/6/2020,A
MCDONALD'S #5439,5191 N TEUTONIA AV,,9/2/2020,A
MCDONALD'S (22981),2455 W WISCONSIN AV,4,2/3/2020,A
MCDONALD'S (29295),420 E CAPITOL DR,6,1/21/2020,A
MCDONALD'S (29629),1940 S 14TH ST,12,2/6/2020,A
MCDONALD'S CORP. (2928),2520 W NATIONAL AV,8,2/15/2019,Temporarily Closed
MCDONALDS,191 W LAYTON AV,13,11/13/2019,A
MCDONALDS,191 W LAYTON AV,13,11/13/2019,A
MCDONALDS,8100 W BROWN DEER RD,9,6/16/2020,T
MCDONALDS,7130 N 76TH ST,9,12/30/2019,T
MCDONALDS,11313 W SILVER SPRING DR,5,4/13/2018,A
MCDONALDS,920 E NORTH AV,6,3/2/2018,A
MCDONALDS,830 E POTTER AV,14,8/22/2019,A
MCDONALDS,1575 W WASHINGTON ST,12,10/30/2019,A
MCDONALDS,2700 W CAPITOL DR,1,11/18/2019,A
MCDONALDS,7170 N TEUTONIA AV,1,8/19/2019,A
MCDONALDS,2520 W NATIONAL AV,,12/30/2019,A
MCDONALDS,2520 W NATIONAL AV,,12/30/2019,A
MCDONALDS #5747,2612 W MORGAN AV,13,9/4/2019,A
MCDONALDS #7625,617 W OKLAHOMA AV,14,6/20/2019,A
MCDONALDS #7625,617 W OKLAHOMA AV,14,6/20/2019,A
MCDONALDS (11163),3137 S 76TH ST,11,7/17/2019,A
MCDONALDS (14868),5890 S 27TH ST,13,4/30/2019,A
MCDONALDS (14917),7451 W APPLETON AV,2,6/30/2020,A
MCDONALDS (15048),8220 W HAMPTON AV,2,5/16/2019,A
MCDONALDS (15148),5739 W SILVER SPRING DR,9,6/22/2020,A
MCDONALDS (21952),4925 W HAMPTON AV,7,6/17/2020,T
MCDONALDS (21952),4925 W HAMPTON AV,7,6/17/2020,T
MCDONALDS (27865),920 W NORTH AVE,15,6/23/2020,A
MCDONALDS (29294),5265 W FOND DU LAC AV,2,8/14/2019,A
MCDONALDS (746),6262 S 13TH ST,13,2/14/2020,A
MCDONALDS (746),6262 S 13TH ST,13,2/14/2020,A
MCDONALDS 7483,6409 W BLUE MOUND RD,10,12/2/2019,A
MCDONALDS 7483,6409 W BLUE MOUND RD,10,12/2/2019,A
MCDONALDS RESTAURANT,1220 N 35TH ST,4,6/11/2019,P
MCDONALDS RESTAURANT,1220 N 35TH ST,4,6/11/2019,A
MCGILLYCUDDY'S BAR & GRILL,1133 N WATER ST,4,2/12/2020,A
MEAT ON THE STREET,1125 N 9TH ST,4,2/26/2020,A
MEKONG CAFE,4240 N 78TH ST,5,11/22/2019,A
MENARDS,8110 W BROWN DEER RD,9,5/8/2019,A
MENOMONEE VALLEY FOOD COURT,1611 W CANAL ST,8,7/16/2019,A
MERAKI #1659,939 S 2ND ST,12,1/2/2020,A
MERGE,1932 E KENILWORTH PL,,10/9/2019,A
MERRIMENT SOCIAL #3201,240 E PITTSBURGH AV,12,12/10/2019,A
MERRY'S,5100 W HOWARD AV,11,11/13/2019,A
MESSMER CATHOLIC HIGH SCHOOL CAFETERIA,742 W CAPITOL DR,6,10/23/2019,A
METRO MARKET #6371,1123 N VAN BUREN ST,4,10/18/2019,P
METRO MARKET #6371,1123 N VAN BUREN ST,4,7/29/2019,A
MEXICAN VILLAGE RESTAURANT,3161 S 92ND ST,,7/9/2019,A
MGIC CAFETERIA,270 E KILBOURN AV,4,9/25/2019,A
MGIC GIFT SHOP,270 E KILBOURN AV,,5/21/2019,A
MI CASA SU CAFE,1839 N MARTIN L KING JR DR,6,12/19/2019,T
MI PAIS,1401 W GREENFIELD AV,12,7/1/2019,A
MI PUEBLO,1700 W MITCHELL ST,12,2/5/2020,A
MI SUPER FOODS & LIQUOR,2200 S 13TH ST,12,12/23/2019,A
MI TIERRA FOOD MART,2901 S 13TH ST,14,2/19/2020,A
MI-KEY'S,811 N JEFFERSON ST,4,2/23/2018,A
MIBA MYITAR,1203 W LINCOLN AV,12,5/14/2019,A
MICHAEL'S FAMILY RESTAURANT,2220 W WISCONSIN AV,4,11/7/2019,A
MICHIGAN GRILL,633 E MICHIGAN ST,4,8/17/2018,Pending
MIDGET FOOD LLC,2500 N BOOTH ST,6,4/23/2019,A
MIDTOWN II,3420 W WELLS ST,4,1/22/2020,A
MIDWEST ESPRESSO,111 W KILBOURN AV,4,2/25/2020,T
MIKE'S FOOD MART,1556 S 33RD ST,8,8/12/2019,A
MIKE'S MOBILE KITCHEN,9000 W KAUL AV,2,5/24/2018,A
MIKE'S MOBILE KITCHEN #0087,9000 W KAUL AV,1,6/8/2019,MA
MIKE'S MOBILE KITCHEN #0088,9000 W KAUL AVE,4,5/23/2019,MA
MIKE'S MOBILE KITCHEN (ID# 0086),9000 W KAUL AVE,1,5/31/2019,MA
MIKE'S MOBILE KITCHEN ID #0217,9000 W KAUL AV,1,9/17/2019,MA
MIKE'S MOBILE KITCHEN#0218,9000 W KAUL AV,1,6/7/2019,MA
MIKE'S REDHOTS,6914 N TEUTONIA AV,1,2/10/2020,A
MILL RD CITGO,6400 N 43RD ST,1,1/29/2020,A
MILLER BREWHOUSE-CONCESSIONS MALL,5300 S HOWELL AV,13,7/3/2019,A
MILLER BREWING,3838 W HIGH LIFE PL,15,2/19/2020,A
MILLER PARK CEONCESSIONS LC-6 KLEMENT SAUSAGE DOOR #3401,201 S 46TH ST,10,5/9/2018,A
MILLER PARK COMMISSARY,201 S 46TH ST,10,4/29/2019,A
MILLER PARK COMMISSARY,201 S 46TH ST,10,4/29/2019,Pending
MILLER PARK CONCESSIONS 12 MAC N CHEESE LOGE PORTABLE LP-12 #023 SECTION 218,201 S 46TH ST,10,5/23/2018,A
MILLER PARK CONCESSIONS 13 MAC N CHEESE FIELD PORTABLE FP-13 #010 SECTION 124,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS 13 MAC N CHEESE LOGE PORTABLE LP-13 #026 SECTION 223,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS 14 DELI LOGE PORTABLE LP-14,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS 14 DELI LOGE PORTABLE LP-14 #027 SECTION 223,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS CC-2 AJ BOMBERS DOOR #4525,201 S 46TH ST,10,5/22/2019,A
"MILLER PARK CONCESSIONS CC-3 E BBQ/CUSTARD DOOR CC #4404, CC-3",201 S 46TH ST,10,5/22/2019,A
MILLER PARK CONCESSIONS CLUB SUITE KITCHEN DOOR #4522,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS CP-11 SAUSAGE CLUB PORTABLE CP-1 #067 CP1,201 S 46TH ST,10,5/22/2019,A
MILLER PARK CONCESSIONS CP-2C BPS CLUB PORTABLE #055,201 S 46TH ST,10,5/22/2019,A
MILLER PARK CONCESSIONS FC-11 AJ BOMBERS DOOR # 2517,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-13 KLEMENTS SAUSAGE DOOR #2408,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-14 SMOKE SHACK BBQ DOOR # 2408,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-16 TACOS DOOR # 2310,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-16 TACOS DOOR #2310,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-17 CUSTARD DOOR #2211,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-18 AJ BOMBERS DOOR #2212,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS FC-2 COTTON CANDY DOOR #2803,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-20 KLEMENTS SAUSAGE DOOR #2209,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-20 KLEMENTS SAUSGE DOOR #2209,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS FC-3 KIDS CAFE DOOR #2702,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-4 AJ BOMBERS DOOR #2701,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-6 KLEMENTS SAUSAGE DOOR #2712,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-7 SMOKE SHACK BBQ DOOR #2709,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-8 CUSTARD DOOR #2708,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FC-9 TACOS DOOR #2610,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS FP-11 BPS FIELD PORTABLE FP-1 #001 SECTION 001,201 S 46TH ST,10,5/22/2019,A
MILLER PARK CONCESSIONS FP-6 HOMESTAND DELI #005 SECTION 113,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS IS1 GEHL CLUB KITCHEN DOOR #4215,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LC-1 BEER PEN DOOR #3817,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LC-2 ZAFFIRO'S PIZZA DOOR #3711,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LC-3 AJ BOMBERS DOOR #3707,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LC-3 AJ BOMBERS DOOR #3707,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LC-4 TACOS DOOR #3702,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LC-5 KLEMENTS SAUSAGES DOOR #3514,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LC-7 TACO DOOR #3211,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LC-7 TACO DOOR #3211,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LC-8 AJ BOMBERS DOOR #3206,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS LC-9 KLEMENT SAUSAGE DOOR #3109,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LP-10 CHEESE CURDS LOGE PORTABLE LP-10 #024 SECTION 217,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS LP-11 11 DELI LOGE PORTABLE LP-11 #022 SECTION 218,201 S 46TH ST,10,5/23/2018,A
MILLER PARK CONCESSIONS LP-2 ZAFFIRO'S PIZZA DOOR #3711,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS TC-2 TACOS DOOR #5604,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS TC-3 KLEMENTS SAUSAGE DOOR #5513,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS TC-3 KLEMENTS SAUSAGES DOOR #5513,201 S 46TH ST,10,5/22/2019,A
MILLER PARK CONCESSIONS TC-4 AJ BOMBERS DOOR #5412,201 S 46TH ST,10,5/22/2019,A
MILLER PARK CONCESSIONS TC-5 CUSTARD DOOR #5422,201 S 46TH ST,10,5/22/2019,A
MILLER PARK CONCESSIONS TC-6 KLEMENTS SAUSAGE DOOR #5210,201 S 46TH ST,10,5/22/2019,A
MILLER PARK CONCESSIONS TC-7 TACO DOOR #5204,201 S 46TH ST,10,5/22/2019,A
MILLER PARK CONCESSIONS TP-12 12 DIPPIN DOTS TERRACE PORTABLE TP-12 #045 SECTION 413,201 S 46TH ST,10,5/9/2018,A
MILLER PARK CONCESSIONS- 25 NACHO TERRACE PORTABLE TP-25 #501 SECTION 434,201 S 46TH ST,10,7/27/2019,A
MILLER PARK CONCESSIONS- FC-12 CUSTARD DOOR #2517,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS- FP-14 NACHO FIELD PORTABLE  #001 SECTION 124,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS- FP-5 PRETZEL FIELD PORTABLE #004 SECTION 113,201 S 46TH ST,10,5/8/2019,A
MILLER PARK CONCESSIONS- LP-11 PRETZEL LOGE PORTABLE #022 SECTION 218,201 S 46TH ST,10,5/8/2019,A
MILLER PARK NYCE CLUB,201 S 46TH ST,10,5/8/2019,A
MILLER PARK- HELAER FIELD CONCESSION STAND,201 S 46TH ST,10,5/8/2019,A
MILLER PARK- SAUSAGE HOUSE,201 S 46TH ST,,7/25/2018,A
MILLER PARK- TAILGATE HAUS,201 S 46TH ST,10,5/8/2019,A
MILW LODGE 49 LOYAL ORDER OF MOOSE,5476 S 13TH ST,13,9/15/2019,A
MILWAUKEE ALE HOUSE,233 N WATER ST,4,10/3/2019,A
MILWAUKEE ASIAN MARKET RESTAURANT,6300 N 76TH ST,2,5/10/2018,A
MILWAUKEE ATHLETIC CLUB,758 N RIVERWALK WA,4,8/28/2019,A
MILWAUKEE ATHLETIC CLUB-ROOFTOP,758 N RIVERWALK WA,4,6/19/2018,A
MILWAUKEE BEER BISTRO,2730 N HUMBOLDT BL,3,4/16/2019,A
MILWAUKEE BRAT HOUSE,1013 N OLD WORLD THIRD ST,4,12/6/2019,A
MILWAUKEE CLASSIC PIZZA,3929 S HOWELL AV,13,6/13/2019,A
MILWAUKEE COUNTY PARKS SOUTH SHORE,2900 S SHORE DR,14,8/21/2019,A
MILWAUKEE ELKS LODGE #46 BPO,5555 W GOOD HOPE RD,9,7/26/2019,A
MILWAUKEE FIREHOUSE PUB,2758 S 35TH ST,11,7/17/2019,A
MILWAUKEE FOODS,2903 W CLYBOURN ST,4,3/25/2019,A
"MILWAUKEE INSTITUTE OF ART AND DESIGN, INC.",273 E ERIE ST,4,10/14/2019,A
MILWAUKEE MARRIOTT DOWNTOWN,323 E WISCONSIN AV,4,2/5/2020,A
MILWAUKEE MARRIOTT DOWNTOWN/STARBUCKS,323 E WISCONSIN AV,4,5/28/2019,A
MILWAUKEE REPERTORY THEATER,108 E WELLS ST,4,12/18/2019,A
MILWAUKEE SAIL LOFT,649 E ERIE ST,,7/8/2019,A
MILWAUKEE SCHOOL OF ENGINEERING- AVIANDS,1025 N BROADWAY,,11/26/2019,A
MILWAUKEE SCHOOL OF ENGINEERING-A'VIAND- 1ST FLOOR NS OF BUILDING,1121 N MILWAUKEE ST,,12/16/2019,A
MILWAUKEE SMOKED BBQ,3902 S WHITNALL AV,14,1/31/2018,A
MILWAUKEE STEAKHOUSE,6204 W BLUE MOUND RD,10,11/12/2019,A
MILWAUKEE WATERFRONT DELI,761 N WATER ST,4,6/10/2020,A
MILWAUKEE WATERFRONT DELI #0523,761 N WATER ST,4,7/17/2020,MA
MILWAUKEE WATERFRONT DELI #0524,761 N WATER ST,4,7/9/2018,MA
MILWAUKEE YACHT CLUB (INDOOR KITCHEN),1700 N LINCOLN MEMORIAL DR,4,7/24/2019,A
MILWAUKEE YACHT CLUB- OUTDOOR GRILLING AREA,1700 N LINCOLN MEMORIAL DR,4,7/24/2019,A
MILWAUKEE'S FIREHOUSE PUB,2758 S 35TH ST,,7/18/2018,A
MIMAS FOOD MART,2420 S 6TH ST,14,3/20/2018,A
MINI MART,3600 S CLEMENT AV,14,7/13/2020,A
MINI MELTS OF AMERICA,420 W KILBOURN AV,4,1/9/2019,A
MINI QUICK MART,4405 N 27TH ST,1,1/24/2020,A
MISS KATIE'S DINER,1900 W CLYBOURN ST,4,6/30/2020,B
MISS MOLLY'S PASTRIES,9201 W CENTER ST,5,9/19/2019,A
MITCHELL OASIS LLC,628 W HISTORIC MITCHELL ST,12,3/23/2018,A
MITCHELL PETRO MART,1401 W MITCHELL ST,12,1/8/2020,A
MITCHELL PETROMART,1401 W MITCHELL ST,12,2/7/2018,A
MITCHELL'S TAVERN,10433 W APPLETON AV,5,5/23/2019,A
MKE ASIAN MARKET,3500 W BURNHAM ST,8,11/27/2018,A
MKE GOOD HOPE LLC,5909 W GOOD HOPE RD,9,11/26/2019,A
MKE LOCALICIOUS,531 E KEEFE AVE,6,3/6/2020,A
MO'S A PLACE FOR STEAKS,720 N PLANKINTON AVE,,9/6/2019,A
MO'S FOOD,4037 W FOND DU LAC AV,7,11/11/2019,A
MO'S FOOD,4037 W FOND DU LAC AV,7,11/11/2019,P
MO'S FOOD MARKET,2404 W CLYBOURN ST,4,5/23/2019,A
MO'S IRISH PUB,142 W WISCONSIN AV,4,1/15/2020,A
MOBCRAFT BEER,505 S 5TH ST,12,6/18/2020,A
